timestamp,carbon_intensity_gco2_per_kwh
2026-01-15 06:00:00+00:00,296.8124255187357
2026-01-15 07:00:00+00:00,332.932234399934
2026-01-15 08:00:00+00:00,286.6447809924943
2026-01-15 09:00:00+00:00,334.474024732672
2026-01-15 10:00:00+00:00,320.5199220115484
2026-01-15 11:00:00+00:00,312.6322062637887
2026-01-15 12:00:00+00:00,304.13331936202053
2026-01-15 13:00:00+00:00,319.85257273027975
2026-01-15 14:00:00+00:00,308.66343330872616
2026-01-15 15:00:00+00:00,339.57317810901736
2026-01-15 16:00:00+00:00,305.07448122930424
2026-01-15 17:00:00+00:00,315.6707419508179
2026-01-15 18:00:00+00:00,292.5839919221878
2026-01-15 19:00:00+00:00,299.40276904906415
2026-01-15 20:00:00+00:00,283.54782064441645
2026-01-15 21:00:00+00:00,317.79824662505854
2026-01-15 22:00:00+00:00,340.4923083424958
2026-01-15 23:00:00+00:00,339.61732473342124
2026-01-16 00:00:00+00:00,323.73354930737526
2026-01-16 01:00:00+00:00,332.14070667900904
2026-01-16 02:00:00+00:00,349.7420432770143
2026-01-16 03:00:00+00:00,301.0179923559344
2026-01-16 04:00:00+00:00,353.2336536275851
2026-01-16 05:00:00+00:00,347.1384131339241
2026-01-16 06:00:00+00:00,345.6947778410506
2026-01-16 07:00:00+00:00,362.899058910726
2026-01-16 08:00:00+00:00,387.74881586665197
2026-01-16 09:00:00+00:00,398.3640968298747
2026-01-16 10:00:00+00:00,416.45962603597866
2026-01-16 11:00:00+00:00,399.78261254369045
2026-01-16 12:00:00+00:00,424.023774269452
2026-01-16 13:00:00+00:00,433.2939987649417
2026-01-16 14:00:00+00:00,437.5213850953847
2026-01-16 15:00:00+00:00,438.13819193980527
2026-01-16 16:00:00+00:00,425.19233781333605
2026-01-16 17:00:00+00:00,437.00096916320314
2026-01-16 18:00:00+00:00,463.8850587663649
2026-01-16 19:00:00+00:00,469.1310645068578
2026-01-16 20:00:00+00:00,481.1068229017738
2026-01-16 21:00:00+00:00,458.0750752328673
2026-01-16 22:00:00+00:00,492.58790342526817
2026-01-16 23:00:00+00:00,478.6860870980519
2026-01-17 00:00:00+00:00,482.5495872878841
2026-01-17 01:00:00+00:00,489.0419891816262
2026-01-17 02:00:00+00:00,505.9707244227213
2026-01-17 03:00:00+00:00,490.6667513280413
2026-01-17 04:00:00+00:00,489.98417371073134
2026-01-17 05:00:00+00:00,513.284064686123
2026-01-17 06:00:00+00:00,491.2825733313063
2026-01-17 07:00:00+00:00,496.97376995938697
2026-01-17 08:00:00+00:00,495.7840400444903
2026-01-17 09:00:00+00:00,496.0191944225238
2026-01-17 10:00:00+00:00,489.57017178305836
2026-01-17 11:00:00+00:00,478.6806820615098
2026-01-17 12:00:00+00:00,494.8823026088878
2026-01-17 13:00:00+00:00,478.4596105432442
2026-01-17 14:00:00+00:00,502.8708653029901
2026-01-17 15:00:00+00:00,539.4096618006806
2026-01-17 16:00:00+00:00,491.5884541713815
2026-01-17 17:00:00+00:00,451.6316149995602
2026-01-17 18:00:00+00:00,484.5265042802459
2026-01-17 19:00:00+00:00,492.35166565754747
2026-01-17 20:00:00+00:00,462.10393009848366
2026-01-17 21:00:00+00:00,487.35515867669415
2026-01-17 22:00:00+00:00,428.24362837529696
2026-01-17 23:00:00+00:00,470.9521852428751
2026-01-18 00:00:00+00:00,420.45281213743175
2026-01-18 01:00:00+00:00,427.8170184916555
2026-01-18 02:00:00+00:00,442.91636716253794
2026-01-18 03:00:00+00:00,409.5932345284912
2026-01-18 04:00:00+00:00,407.6966975566306
2026-01-18 05:00:00+00:00,404.86695313235947
2026-01-18 06:00:00+00:00,350.6154058013707
2026-01-18 07:00:00+00:00,399.04182521131
2026-01-18 08:00:00+00:00,361.00866129078196
2026-01-18 09:00:00+00:00,375.98595401230796
2026-01-18 10:00:00+00:00,390.5703924312006
2026-01-18 11:00:00+00:00,372.49860384928803
2026-01-18 12:00:00+00:00,356.1677493784953
2026-01-18 13:00:00+00:00,315.7210626125249
2026-01-18 14:00:00+00:00,321.42566795178243
2026-01-18 15:00:00+00:00,335.32616482603265
2026-01-18 16:00:00+00:00,308.03087056940484
2026-01-18 17:00:00+00:00,356.48452139790544
2026-01-18 18:00:00+00:00,282.7884069669366
2026-01-18 19:00:00+00:00,323.1541426022431
2026-01-18 20:00:00+00:00,340.63510658260213
2026-01-18 21:00:00+00:00,259.54523165986706
2026-01-18 22:00:00+00:00,301.0823647471883
2026-01-18 23:00:00+00:00,289.9411127628042
2026-01-19 00:00:00+00:00,309.4062441127407
2026-01-19 01:00:00+00:00,285.85895635479346
2026-01-19 02:00:00+00:00,289.7673068134878
2026-01-19 03:00:00+00:00,327.7086013666543
2026-01-19 04:00:00+00:00,319.3530786074317
2026-01-19 05:00:00+00:00,307.53168722924954
2026-01-19 06:00:00+00:00,292.32879154691886
2026-01-19 07:00:00+00:00,329.4623598138747
2026-01-19 08:00:00+00:00,323.1257530156535
2026-01-19 09:00:00+00:00,319.98394741183165
2026-01-19 10:00:00+00:00,310.87467832194204
2026-01-19 11:00:00+00:00,308.14240572228493
2026-01-19 12:00:00+00:00,338.58199553570466
2026-01-19 13:00:00+00:00,333.04628836255085
2026-01-19 14:00:00+00:00,341.99860491142914
2026-01-19 15:00:00+00:00,341.07990838616
2026-01-19 16:00:00+00:00,351.53194949052363
2026-01-19 17:00:00+00:00,352.25073014218924
2026-01-19 18:00:00+00:00,355.409767339399
2026-01-19 19:00:00+00:00,379.84259276183843
2026-01-19 20:00:00+00:00,378.83022258466207
2026-01-19 21:00:00+00:00,382.011493000113
2026-01-19 22:00:00+00:00,366.832779657915
2026-01-19 23:00:00+00:00,366.57164909195325
