timestamp,demand_mw
2026-01-16 15:00:00+00:00,39929.356926981956
2026-01-16 16:00:00+00:00,40110.45180553314
2026-01-16 17:00:00+00:00,40018.123772295265
2026-01-16 18:00:00+00:00,39694.06743638419
2026-01-16 19:00:00+00:00,39029.18562735227
2026-01-16 20:00:00+00:00,38910.462721556694
2026-01-16 21:00:00+00:00,39068.214994170405
2026-01-16 22:00:00+00:00,38707.09600371512
2026-01-16 23:00:00+00:00,38316.25682354181
2026-01-17 00:00:00+00:00,38070.67995276461
2026-01-17 01:00:00+00:00,38123.40772322101
2026-01-17 02:00:00+00:00,37771.76772969812
2026-01-17 03:00:00+00:00,37617.07301409564
2026-01-17 04:00:00+00:00,36962.52902144257
2026-01-17 05:00:00+00:00,37614.09063713415
2026-01-17 06:00:00+00:00,37475.36054579271
2026-01-17 07:00:00+00:00,36954.826978638084
2026-01-17 08:00:00+00:00,37231.97397805367
2026-01-17 09:00:00+00:00,36722.65846424364
2026-01-17 10:00:00+00:00,36760.64744020556
2026-01-17 11:00:00+00:00,35983.02063656958
2026-01-17 12:00:00+00:00,36165.64164697427
2026-01-17 13:00:00+00:00,35960.89135594992
2026-01-17 14:00:00+00:00,35902.56332721814
2026-01-17 15:00:00+00:00,36045.048846171805
2026-01-17 16:00:00+00:00,36245.577560767415
2026-01-17 17:00:00+00:00,35955.169160032696
2026-01-17 18:00:00+00:00,35463.26086288335
2026-01-17 19:00:00+00:00,35351.83480778837
2026-01-17 20:00:00+00:00,36108.76248856188
2026-01-17 21:00:00+00:00,35365.147394898726
2026-01-17 22:00:00+00:00,35193.16080447803
2026-01-17 23:00:00+00:00,34931.11750105095
2026-01-18 00:00:00+00:00,34369.26464829688
2026-01-18 01:00:00+00:00,35359.02022129536
2026-01-18 02:00:00+00:00,35455.06205054194
2026-01-18 03:00:00+00:00,34989.351832136665
2026-01-18 04:00:00+00:00,34940.35177595437
2026-01-18 05:00:00+00:00,35236.194017741844
2026-01-18 06:00:00+00:00,35191.488605603714
2026-01-18 07:00:00+00:00,35017.411941446095
2026-01-18 08:00:00+00:00,34931.49697582272
2026-01-18 09:00:00+00:00,34675.671029673176
2026-01-18 10:00:00+00:00,35806.66130251961
2026-01-18 11:00:00+00:00,35032.52707950442
2026-01-18 12:00:00+00:00,35538.728293552835
2026-01-18 13:00:00+00:00,35295.51478372771
2026-01-18 14:00:00+00:00,35887.44496622037
2026-01-18 15:00:00+00:00,35520.29996985529
2026-01-18 16:00:00+00:00,36059.59148519805
2026-01-18 17:00:00+00:00,35615.33958699589
2026-01-18 18:00:00+00:00,35582.92606591014
2026-01-18 19:00:00+00:00,35525.08109872439
2026-01-18 20:00:00+00:00,36311.5545240682
2026-01-18 21:00:00+00:00,35958.136910603964
2026-01-18 22:00:00+00:00,36306.48758995465
2026-01-18 23:00:00+00:00,36201.11282964401
2026-01-19 00:00:00+00:00,36334.50863886069
2026-01-19 01:00:00+00:00,36237.68298118314
2026-01-19 02:00:00+00:00,36432.77346406052
2026-01-19 03:00:00+00:00,36803.75896292746
2026-01-19 04:00:00+00:00,37498.55230100417
2026-01-19 05:00:00+00:00,37171.16096721712
2026-01-19 06:00:00+00:00,37496.88551718656
2026-01-19 07:00:00+00:00,37386.81128295074
2026-01-19 08:00:00+00:00,37564.20081017863
2026-01-19 09:00:00+00:00,38484.555636991376
2026-01-19 10:00:00+00:00,37681.719374230146
2026-01-19 11:00:00+00:00,38183.92749335094
2026-01-19 12:00:00+00:00,38708.00991080531
2026-01-19 13:00:00+00:00,39149.3538507232
2026-01-19 14:00:00+00:00,39748.321757768994
2026-01-19 15:00:00+00:00,39290.35164506006
2026-01-19 16:00:00+00:00,39612.146500769995
2026-01-19 17:00:00+00:00,39203.18856293371
2026-01-19 18:00:00+00:00,39725.25813083399
2026-01-19 19:00:00+00:00,40378.73498870731
2026-01-19 20:00:00+00:00,40984.442754201176
2026-01-19 21:00:00+00:00,40806.949003897156
2026-01-19 22:00:00+00:00,39945.37011062449
2026-01-19 23:00:00+00:00,40496.01781606361
