timestamp,demand_mw,temperature_c,relative_humidity_pct,wind_speed_mps,carbon_intensity_gco2_per_kwh
2026-01-15 07:00:00+00:00,46434.609658260066,5.9,71.0,10.2,332.932234399934
2026-01-15 08:00:00+00:00,45894.34259864347,6.4,69.0,9.2,286.6447809924943
2026-01-15 09:00:00+00:00,46325.218747566636,6.5,65.0,10.2,334.474024732672
2026-01-15 10:00:00+00:00,46195.10066448418,5.6,68.0,13.0,320.5199220115484
2026-01-15 11:00:00+00:00,45938.61726798162,6.2,65.0,11.5,312.6322062637887
2026-01-15 12:00:00+00:00,45379.09812231028,5.8,84.0,16.6,304.13331936202053
2026-01-15 13:00:00+00:00,45567.5435733654,5.2,79.0,15.8,319.85257273027975
2026-01-15 14:00:00+00:00,45326.62920632002,4.5,75.0,24.4,308.66343330872616
2026-01-15 15:00:00+00:00,45141.99629448103,4.2,58.0,26.9,339.57317810901736
2026-01-15 16:00:00+00:00,44924.33914470576,4.2,50.0,28.4,305.07448122930424
2026-01-15 17:00:00+00:00,44762.56909632374,3.6,42.0,29.7,315.6707419508179
2026-01-15 18:00:00+00:00,44304.17069270194,3.3,40.0,29.2,292.5839919221878
2026-01-15 19:00:00+00:00,44196.43043964064,3.2,38.0,27.5,299.40276904906415
2026-01-15 20:00:00+00:00,44080.26383163257,2.1,39.0,27.8,283.54782064441645
2026-01-15 21:00:00+00:00,44224.525275583845,0.9,41.0,26.6,317.79824662505854
2026-01-15 22:00:00+00:00,43841.671340043096,-0.5,39.0,25.4,340.4923083424958
2026-01-15 23:00:00+00:00,43667.403684182296,-1.8,43.0,24.1,339.61732473342124
2026-01-16 00:00:00+00:00,43893.91651813829,-2.1,40.0,25.6,323.73354930737526
2026-01-16 01:00:00+00:00,43757.04247832549,-2.1,39.0,25.0,332.14070667900904
2026-01-16 02:00:00+00:00,43056.92237822091,-3.5,40.0,21.8,349.7420432770143
2026-01-16 03:00:00+00:00,42905.04583961769,-4.4,42.0,21.6,301.0179923559344
2026-01-16 04:00:00+00:00,42461.23010207114,-4.3,42.0,21.9,353.2336536275851
2026-01-16 05:00:00+00:00,42371.029300782946,-5.0,39.0,23.2,347.1384131339241
2026-01-16 06:00:00+00:00,41707.68117298338,-5.1,45.0,25.7,345.6947778410506
2026-01-16 07:00:00+00:00,41340.062956857124,-5.5,51.0,26.0,362.899058910726
2026-01-16 08:00:00+00:00,41675.37978508034,-5.7,47.0,28.0,387.74881586665197
2026-01-16 09:00:00+00:00,41494.29838289245,-5.7,48.0,22.7,398.3640968298747
2026-01-16 10:00:00+00:00,41206.69267683571,-5.6,49.0,21.6,416.45962603597866
2026-01-16 11:00:00+00:00,40801.58101540611,-5.4,48.0,24.5,399.78261254369045
2026-01-16 12:00:00+00:00,41104.09529610213,-5.4,45.0,26.8,424.023774269452
2026-01-16 13:00:00+00:00,40260.89948337864,-5.0,48.0,20.9,433.2939987649417
2026-01-16 14:00:00+00:00,40990.35607967421,-4.0,48.0,26.4,437.5213850953847
2026-01-16 15:00:00+00:00,39929.356926981956,-2.7,44.0,28.1,438.13819193980527
2026-01-16 16:00:00+00:00,40110.45180553314,-1.7,42.0,25.6,425.19233781333605
2026-01-16 17:00:00+00:00,40018.123772295265,-0.7,38.0,27.8,437.00096916320314
2026-01-16 18:00:00+00:00,39694.06743638419,-0.2,36.0,24.4,463.8850587663649
2026-01-16 19:00:00+00:00,39029.18562735227,0.2,40.0,23.7,469.1310645068578
2026-01-16 20:00:00+00:00,38910.462721556694,0.8,36.0,21.7,481.1068229017738
2026-01-16 21:00:00+00:00,39068.214994170405,0.9,33.0,14.7,458.0750752328673
2026-01-16 22:00:00+00:00,38707.09600371512,-0.4,38.0,15.1,492.58790342526817
2026-01-16 23:00:00+00:00,38316.25682354181,-0.4,38.0,16.6,478.6860870980519
2026-01-17 00:00:00+00:00,38070.67995276461,-0.5,41.0,14.7,482.5495872878841
2026-01-17 01:00:00+00:00,38123.40772322101,-0.8,45.0,12.6,489.0419891816262
2026-01-17 02:00:00+00:00,37771.76772969812,-0.4,43.0,15.1,505.9707244227213
2026-01-17 03:00:00+00:00,37617.07301409564,-0.6,46.0,10.5,490.6667513280413
2026-01-17 04:00:00+00:00,36962.52902144257,-0.2,46.0,8.0,489.98417371073134
2026-01-17 05:00:00+00:00,37614.09063713415,-0.5,50.0,7.9,513.284064686123
2026-01-17 06:00:00+00:00,37475.36054579271,-0.3,57.0,6.8,491.2825733313063
2026-01-17 07:00:00+00:00,36954.826978638084,0.5,53.0,8.7,496.97376995938697
2026-01-17 08:00:00+00:00,37231.97397805367,0.2,60.0,10.1,495.7840400444903
2026-01-17 09:00:00+00:00,36722.65846424364,0.7,61.0,6.4,496.0191944225238
2026-01-17 10:00:00+00:00,36760.64744020556,0.7,59.0,4.8,489.57017178305836
2026-01-17 11:00:00+00:00,35983.02063656958,0.8,63.0,5.8,478.6806820615098
2026-01-17 12:00:00+00:00,36165.64164697427,1.1,48.0,7.7,494.8823026088878
2026-01-17 13:00:00+00:00,35960.89135594992,1.4,52.0,7.4,478.4596105432442
2026-01-17 14:00:00+00:00,35902.56332721814,2.4,50.0,7.7,502.8708653029901
2026-01-17 15:00:00+00:00,36045.048846171805,3.3,35.0,9.7,539.4096618006806
2026-01-17 16:00:00+00:00,36245.577560767415,0.9,84.0,2.9,491.5884541713815
2026-01-17 17:00:00+00:00,35955.169160032696,1.9,89.0,13.1,451.6316149995602
2026-01-17 18:00:00+00:00,35463.26086288335,0.6,93.0,11.0,484.5265042802459
2026-01-17 19:00:00+00:00,35351.83480778837,0.7,94.0,9.9,492.35166565754747
2026-01-17 20:00:00+00:00,36108.76248856188,0.4,90.0,10.2,462.10393009848366
2026-01-17 21:00:00+00:00,35365.147394898726,0.9,90.0,11.5,487.35515867669415
2026-01-17 22:00:00+00:00,35193.16080447803,0.7,87.0,12.7,428.24362837529696
2026-01-17 23:00:00+00:00,34931.11750105095,0.5,89.0,12.8,470.9521852428751
2026-01-18 00:00:00+00:00,34369.26464829688,0.3,89.0,11.1,420.45281213743175
2026-01-18 01:00:00+00:00,35359.02022129536,-0.7,92.0,4.7,427.8170184916555
2026-01-18 02:00:00+00:00,35455.06205054194,-0.8,91.0,7.2,442.91636716253794
2026-01-18 03:00:00+00:00,34989.351832136665,-0.7,91.0,3.5,409.5932345284912
2026-01-18 04:00:00+00:00,34940.35177595437,-0.9,91.0,2.9,407.6966975566306
2026-01-18 05:00:00+00:00,35236.194017741844,-0.8,91.0,3.9,404.86695313235947
2026-01-18 06:00:00+00:00,35191.488605603714,-0.5,90.0,6.0,350.6154058013707
2026-01-18 07:00:00+00:00,35017.411941446095,-0.7,93.0,5.6,399.04182521131
2026-01-18 08:00:00+00:00,34931.49697582272,-0.6,96.0,3.2,361.00866129078196
2026-01-18 09:00:00+00:00,34675.671029673176,-0.5,96.0,3.6,375.98595401230796
2026-01-18 10:00:00+00:00,35806.66130251961,-0.2,93.0,3.6,390.5703924312006
2026-01-18 11:00:00+00:00,35032.52707950442,0.1,94.0,5.5,372.49860384928803
2026-01-18 12:00:00+00:00,35538.728293552835,0.6,95.0,2.7,356.1677493784953
2026-01-18 13:00:00+00:00,35295.51478372771,0.4,96.0,2.2,315.7210626125249
2026-01-18 14:00:00+00:00,35887.44496622037,0.1,97.0,3.1,321.42566795178243
2026-01-18 15:00:00+00:00,35520.29996985529,0.3,97.0,2.2,335.32616482603265
2026-01-18 16:00:00+00:00,36059.59148519805,0.6,97.0,5.8,308.03087056940484
2026-01-18 17:00:00+00:00,35615.33958699589,0.6,95.0,6.8,356.48452139790544
2026-01-18 18:00:00+00:00,35582.92606591014,0.7,96.0,11.6,282.7884069669366
2026-01-18 19:00:00+00:00,35525.08109872439,0.6,94.0,14.6,323.1541426022431
2026-01-18 20:00:00+00:00,36311.5545240682,0.6,94.0,13.2,340.63510658260213
2026-01-18 21:00:00+00:00,35958.136910603964,0.6,91.0,14.5,259.54523165986706
2026-01-18 22:00:00+00:00,36306.48758995465,0.2,92.0,11.9,301.0823647471883
2026-01-18 23:00:00+00:00,36201.11282964401,-0.1,94.0,12.7,289.9411127628042
2026-01-19 00:00:00+00:00,36334.50863886069,0.2,94.0,12.3,309.4062441127407
2026-01-19 01:00:00+00:00,36237.68298118314,-0.1,94.0,14.8,285.85895635479346
2026-01-19 02:00:00+00:00,36432.77346406052,-0.4,94.0,11.8,289.7673068134878
2026-01-19 03:00:00+00:00,36803.75896292746,-0.5,94.0,12.3,327.7086013666543
2026-01-19 04:00:00+00:00,37498.55230100417,-1.0,90.0,13.6,319.3530786074317
2026-01-19 05:00:00+00:00,37171.16096721712,-1.3,88.0,8.5,307.53168722924954
2026-01-19 06:00:00+00:00,37496.88551718656,-1.4,86.0,9.0,292.32879154691886
2026-01-19 07:00:00+00:00,37386.81128295074,-3.1,78.0,12.6,329.4623598138747
2026-01-19 08:00:00+00:00,37564.20081017863,-2.8,87.0,8.7,323.1257530156535
2026-01-19 09:00:00+00:00,38484.555636991376,-3.1,83.0,13.8,319.98394741183165
2026-01-19 10:00:00+00:00,37681.719374230146,-4.1,84.0,18.9,310.87467832194204
2026-01-19 11:00:00+00:00,38183.92749335094,-4.3,84.0,15.8,308.14240572228493
2026-01-19 12:00:00+00:00,38708.00991080531,-4.9,78.0,10.6,338.58199553570466
2026-01-19 13:00:00+00:00,39149.3538507232,-5.1,80.0,11.8,333.04628836255085
2026-01-19 14:00:00+00:00,39748.321757768994,-4.9,68.0,17.9,341.99860491142914
2026-01-19 15:00:00+00:00,39290.35164506006,-3.7,67.0,20.2,341.07990838616
2026-01-19 16:00:00+00:00,39612.146500769995,-2.7,65.0,18.9,351.53194949052363
2026-01-19 17:00:00+00:00,39203.18856293371,-1.8,62.0,19.1,352.25073014218924
2026-01-19 18:00:00+00:00,39725.25813083399,-1.4,62.0,20.4,355.409767339399
2026-01-19 19:00:00+00:00,40378.73498870731,-0.6,61.0,22.7,379.84259276183843
2026-01-19 20:00:00+00:00,40984.442754201176,-0.7,57.0,23.4,378.83022258466207
2026-01-19 21:00:00+00:00,40806.949003897156,-1.2,53.0,21.4,382.011493000113
2026-01-19 22:00:00+00:00,39945.37011062449,-2.5,60.0,14.0,366.832779657915
2026-01-19 23:00:00+00:00,40496.01781606361,-2.9,60.0,15.3,366.57164909195325
